Sample,high_risk_ARG_abundance,gut_locations
SHCC265A,291.713913,large_intestine
SHCC266B,280.127033,large_intestine
SHCC267A,265.513484,large_intestine
SHCC268A,239.348384,large_intestine
SHCC269A,217.58692100000002,large_intestine
SHCC26B,321.270741,large_intestine
SHCC270A,263.357927,large_intestine
SHCC271B,313.64939999999996,large_intestine
SHCC272B,324.38912,large_intestine
SHCC273B,209.227199,large_intestine
SHCC274A,306.013711,large_intestine
SHCC275A,120.875681,large_intestine
SHCC276A,428.313354,large_intestine
SHCC277A,166.890908,large_intestine
SHCC278A,242.177398,large_intestine
SHCC279A,214.40003,large_intestine
SHCC27A,279.345239,large_intestine
SHCC280A,173.033637,large_intestine
SHCC281A,302.725471,large_intestine
SHCC282A,207.592879,large_intestine
SHCC283A,247.108572,large_intestine
SHCC284A,95.228753,large_intestine
SHCC285A,343.168201,large_intestine
SHCC286A,93.703285,large_intestine
SHCC287A,278.852747,large_intestine
SHCC288A,339.471132,large_intestine
SHCC289A,305.367008,large_intestine
SHCC28B,231.98886299999998,large_intestine
SHCC290A,229.60351599999998,large_intestine
SHCC291A,46.14892,large_intestine
SHCC292A,245.51802899999998,large_intestine
SHCC293A,209.08943,large_intestine
SHCC294A,11.665975,large_intestine
SHCC295A,62.047807,large_intestine
SHCC296A,245.272921,large_intestine
SHCC297B,247.726871,large_intestine
SHCC298A,219.770073,large_intestine
SHCC299B,258.458949,large_intestine
SHCC29A,273.562567,large_intestine
SHCC2A,130.290376,large_intestine
SHCC300A,269.607861,large_intestine
SHCC30A,212.359771,large_intestine
SHCC31A,287.753398,large_intestine
SHCC32A,256.51349200000004,large_intestine
SHCC33A,308.90282,large_intestine
SHCC34A,83.60954100000001,large_intestine
SHCC35A,293.452167,large_intestine
SHCC36A,241.629867,large_intestine
SHCC37A,121.222766,large_intestine
SHCC38A,264.210779,large_intestine
SHCC39A,299.316538,large_intestine
SHCC3A,250.390074,large_intestine
SHCC40A,61.808706,large_intestine
SHCC41A,282.50000800000004,large_intestine
SHCC42A,274.228095,large_intestine
SHCC43A,255.086577,large_intestine
SHCC44A,311.61149,large_intestine
SHCC45A,283.05299099999996,large_intestine
SHCC46B,270.340682,large_intestine
SHCC47A,300.581421,large_intestine
SHCC48A,157.07007000000002,large_intestine
SHCC49A,236.795435,large_intestine
SHCC4A,341.302346,large_intestine
SHCC50A,275.85804,large_intestine
SHCC51A,319.44834,large_intestine
SHCC52A,202.55796600000002,large_intestine
SHCC53A,249.98614899999998,large_intestine
SHCC54A,314.72558399999997,large_intestine
SHCC55A,224.096587,large_intestine
SHCC56A,263.66276999999997,large_intestine
SHCC57B,316.688429,large_intestine
SHCC58A,254.116775,large_intestine
SHCC59A,217.71902699999998,large_intestine
SHCC5A,320.89114,large_intestine
SHCC60A,206.800704,large_intestine
SHCC61A,238.719191,large_intestine
SHCC62A,145.907626,large_intestine
SHCC63A,205.423368,large_intestine
SHCC64A,174.04671100000002,large_intestine
SHCC65A,328.835367,large_intestine
SHCC66A,267.293782,large_intestine
SHCC67A,240.235717,large_intestine
SHCC68A,204.660188,large_intestine
SHCC69B,344.99575400000003,large_intestine
SHCC6A,226.625018,large_intestine
SHCC70A,220.09141599999998,large_intestine
SHCC71A,254.783321,large_intestine
SHCC72A,162.285504,large_intestine
SHCC73A,295.954962,large_intestine
SHCC74A,269.816137,large_intestine
SHCC75A,260.396813,large_intestine
SHCC76A,311.521524,large_intestine
SHCC77B,247.601283,large_intestine
SHCC78A,274.652951,large_intestine
SHCC79A,213.098797,large_intestine
SHCC7A,305.032686,large_intestine
SHCC80A,229.731789,large_intestine
SHCC81A,312.71042,large_intestine
SHCC82A,388.033679,large_intestine
SHCC83A,298.172073,large_intestine
SHCC84A,187.643472,large_intestine
SHCC85B,240.268516,large_intestine
SHCC86A,419.412959,large_intestine
SHCC87A,231.60429000000002,large_intestine
SHCC88B,276.471202,large_intestine
SHCC89A,226.426028,large_intestine
SHCC8A,313.756951,large_intestine
SHCC90A,242.915995,large_intestine
SHCC91A,254.27476000000001,large_intestine
SHCC92A,259.449683,large_intestine
SHCC93A,238.508185,large_intestine
SHCC94A,198.808631,large_intestine
SHCC95A,245.07117300000002,large_intestine
SHCC96A,193.362376,large_intestine
SHCC97A,193.978147,large_intestine
SHCC98A,277.93566,large_intestine
SHCC99A,296.195023,large_intestine
SHCC9A,401.704317,large_intestine
SHDC104A,0.43006300000000003,small_intestine
SHDC107A,1.0129299999999999,small_intestine
SHDC111A,1.996353,small_intestine
SHDC11C,7.4773060000000005,small_intestine
SHDC12A,3.020555,small_intestine
SHDC139A,0.813394,small_intestine
SHDC141A,0.723492,small_intestine
SHDC14A,4.342799,small_intestine
SHDC154A,0.7084090000000001,small_intestine
SHDC157A,1.302743,small_intestine
SHDC170A,0.94185700000000006,small_intestine
SHDC174A,0.599317,small_intestine
SHDC178A,0.146188,small_intestine
SHDC191A,0.462347,small_intestine
SHDC203A,0.414556,small_intestine
SHDC207A,0.698763,small_intestine
SHDC212A,0.39147,small_intestine
SHDC213A,1.596854,small_intestine
SHDC214A,1.001846,small_intestine
SHDC239A,1.029523,small_intestine
SHDC23A,1.99162,small_intestine
SHDC245A,0.749582,small_intestine
SHDC247A,0.44842899999999997,small_intestine
SHDC249A,0,small_intestine
SHDC260A,0,small_intestine
SHDC262A,0,small_intestine
SHDC285A,0.359721,small_intestine
SHDC288A,0,small_intestine
SHDC294A,1.075463,small_intestine
SHDC298A,0.161707,small_intestine
SHDC301A,0.642131,small_intestine
SHDC302A,0.659655,small_intestine
SHDC34A,0.415921,small_intestine
SHDC39A,0.490182,small_intestine
SHDC46A,0.9801690000000001,small_intestine
SHDC47A,0.391621,small_intestine
SHDC58A,0,small_intestine
SHDC61A,0.635538,small_intestine
SHDC68A,0.314925,small_intestine
SHDC78A,0.108197,small_intestine
SHDC93A,0.5023500000000001,small_intestine
SHIC104A,30.388514,small_intestine
SHIC107A,15.563629,small_intestine
SHIC111A,49.873886,small_intestine
SHIC11C,0.756719,small_intestine
SHIC12A,2.573018,small_intestine
SHIC139A,8.808250000000001,small_intestine
SHIC141A,3.6618720000000002,small_intestine
SHIC14A,6.810641,small_intestine
SHIC154A,0.547013,small_intestine
SHIC157A,0.847799,small_intestine
SHIC170A,0.629059,small_intestine
SHIC174A,113.19537,small_intestine
SHIC178A,1.953807,small_intestine
SHIC191A,0.126569,small_intestine
SHIC203A,3.047303,small_intestine
SHIC207A,1.356989,small_intestine
SHIC212A,3.6347090000000004,small_intestine
SHIC213A,16.741525,small_intestine
SHIC214A,57.812726,small_intestine
SHIC239A,2.54783,small_intestine
SHIC23A,1.161733,small_intestine
SHIC243A,9.150865,small_intestine
SHIC245A,26.705486,small_intestine
SHIC247A,0.965083,small_intestine
SHIC249A,3.532899,small_intestine
SHIC260A,11.32856,small_intestine
SHIC262A,29.429202,small_intestine
SHIC285A,0,small_intestine
SHIC288A,18.761975,small_intestine
SHIC294A,3.057442,small_intestine
SHIC301A,11.964964,small_intestine
SHIC34A,0,small_intestine
SHIC39A,1.054403,small_intestine
SHIC46A,4.330885,small_intestine
SHIC47A,1.868321,small_intestine
SHIC58A,0.637351,small_intestine
SHIC61A,0.486191,small_intestine
SHIC68A,1.4062480000000002,small_intestine
SHIC78A,1.221438,small_intestine
SHIC93A,4.061653,small_intestine
SHMC11B,12.498904,Stomach
SHMC12B,7.432955,Stomach
SHMC139B,26.595109,Stomach
SHMC141B,3.260069,Stomach
SHMC14B,3.639404,Stomach
SHMC154A,2.919177,Stomach
SHMC157B,1.508691,Stomach
SHMC191B,13.768079,Stomach
SHMC207A,5.6393249999999995,Stomach
SHMC212B,90.026788,Stomach
SHMC213B,57.739044,Stomach
SHMC239B,40.94099,Stomach
SHMC243B,6.467078,Stomach
SHMC245A,2.183889,Stomach
SHMC247B,5.625951,Stomach
SHMC249B,10.679442,Stomach
SHMC260A,2.506436,Stomach
SHMC262B,32.201838,Stomach
SHMC285A,10.83901,Stomach
SHMC288B,22.418031,Stomach
SHMC294B,120.251084,Stomach
SHMC298A,1.406204,Stomach
SHMC34A,2.834759,Stomach
SHMC39B,1.622164,Stomach
SHMC47B,50.685227999999995,Stomach
SHMC58B,2.67051,Stomach
SHMC68B,3.093925,Stomach
SHMC78B,3.78588,Stomach
SHMC93B,6.172328,Stomach
SRR21163417,30.597496000000003,large_intestine
SRR21163418,214.223031,large_intestine
SRR21163419,250.928281,large_intestine
SRR21163420,0.908301,large_intestine
SRR21163421,24.699135,large_intestine
SRR21163422,534.707251,large_intestine
SRR21163423,1027.123464,large_intestine
SRR21163424,609.869889,large_intestine
SRR21163425,538.21254,large_intestine
SRR21163426,614.7636269999999,large_intestine
SRR21163427,0,small_intestine
SRR21163428,632.361766,large_intestine
SRR21163429,403.638832,large_intestine
SRR21163430,321.695312,large_intestine
SRR21163431,376.073698,large_intestine
SRR21163432,410.314297,large_intestine
SRR21163433,327.337479,large_intestine
SRR21163434,444.281138,large_intestine
SRR21163435,561.135132,large_intestine
SRR21163436,544.407067,large_intestine
SRR21163437,558.735864,large_intestine
SRR21163438,0.54968,small_intestine
SRR21163439,570.373863,large_intestine
SRR21163440,558.981684,large_intestine
SRR21163441,575.185668,large_intestine
SRR21163442,367.92936299999997,large_intestine
SRR21163443,505.58027000000004,large_intestine
SRR21163444,442.251748,large_intestine
SRR21163445,371.833525,large_intestine
SRR21163446,395.15702100000004,large_intestine
SRR21163447,501.878249,large_intestine
SRR21163448,11.083252,small_intestine
SRR21163449,0,small_intestine
SRR21163450,39.460256,small_intestine
SRR21163451,135.80975899999999,small_intestine
SRR21163452,54.378549,small_intestine
SRR21163453,304.487731,small_intestine
SRR21163454,5.167314,small_intestine
SRR21163455,78.37,small_intestine
SRR21163456,38.705865,small_intestine
SRR21163457,232.39740700000002,small_intestine
SRR21163458,97.43700199999999,small_intestine
SRR21163459,398.49985799999996,small_intestine
SRR21163460,3e-6,small_intestine
SRR21163461,103.41376700000001,small_intestine
SRR21163462,0.298463,small_intestine
SRR21163463,5.658125,small_intestine
SRR21163464,1.611988,small_intestine
SRR21163465,51.706926,small_intestine
SRR21163466,0.190395,small_intestine
SRR21163467,3.517214,small_intestine
SRR21163468,0.813617,small_intestine
SRR21163469,0.864166,small_intestine
SRR21163470,25.636743,small_intestine
SRR21163471,0,small_intestine
SRR21163472,0.212413,small_intestine
SRR21163473,18.577602,small_intestine
SRR21163474,0.512574,small_intestine
SRR21163475,6.814196,small_intestine
SRR21163476,2.977481,small_intestine
SRR21163477,8.918511,small_intestine
SRR21163478,8.714445,small_intestine
SRR21163479,4.68107,small_intestine
SRR21163480,3.43529,small_intestine
SRR21163481,14.206908,small_intestine
SRR21163482,0,small_intestine
SRR21163483,10.116684000000001,small_intestine
SRR21163484,12.953825,small_intestine
SRR21163485,4.1776729999999995,small_intestine
SRR21163486,18.470843,small_intestine
SRR21163487,4.549458,small_intestine
SRR21163488,0,small_intestine
SRR21163489,1.016534,small_intestine
SRR21163490,0.681268,small_intestine
SRR21163491,0.818961,small_intestine
SRR21163492,0.308293,small_intestine
SRR21163493,0.058865,small_intestine
SRR21163494,0,small_intestine
SRR21163495,0,small_intestine
SRR21163496,0,small_intestine
SRR21163497,0.508057,small_intestine
SRR21163498,0,small_intestine
SRR21163499,0,small_intestine
SRR21163500,0,small_intestine
SRR21163501,4.262276,small_intestine
SRR21163502,6.750954999999999,small_intestine
SRR21163503,13.228155,small_intestine
SRR21163504,0.258359,small_intestine
SRR21163505,6.378576,small_intestine
SRR21163506,5.533827,small_intestine
SRR21163507,34.48641,small_intestine
SRR21163508,6.474375,small_intestine
SRR21163509,2.901837,small_intestine
SRR21163510,76.11954200000001,small_intestine
SRR21163511,21.423148,small_intestine
SRR21163512,70.110843,small_intestine
SRR21163513,589.203026,large_intestine
SRR21163514,269.009621,large_intestine
SRR21163515,422.78592399999997,large_intestine
SRR21163516,551.717366,large_intestine
SRR21163517,1072.254125,large_intestine
SRR21163518,625.467185,large_intestine
SRR21163519,100.82284399999999,large_intestine
SRR21163520,364.79754399999996,large_intestine
SRR21163521,289.673151,large_intestine
SRR21163522,0,small_intestine
SRR21163523,535.127579,large_intestine
SRR21163524,273.51131,large_intestine
SRR21163525,149.392463,large_intestine
SRR21163526,41.41818,large_intestine
SRR21163527,481.506795,large_intestine
SRR21163528,228.462148,large_intestine
SRR21163529,187.089719,large_intestine
SRR21163530,36.863027,large_intestine
SRR21163531,473.554197,large_intestine
SRR21163532,247.255638,large_intestine
SRR21163533,0.372781,small_intestine
SRR21163534,0,small_intestine
SRR21163535,0,small_intestine
SRR27680213,1.613018,small_intestine
SRR27680214,51.727219000000005,small_intestine
SRR27680215,0.190148,small_intestine
SRR27680216,3.5196870000000002,small_intestine
SRR27680217,0.813417,small_intestine
SRR27680218,0.86443,small_intestine
SRR27680219,25.639584,small_intestine
SRR27680220,11.08353,small_intestine
SRR27680221,39.458173,small_intestine
SRR27680222,135.816068,small_intestine
SRR27680223,54.339702,small_intestine
SRR27680224,0.212511,small_intestine
SRR27680225,304.595881,small_intestine
SRR27680226,5.165552,small_intestine
SRR27680227,78.392702,small_intestine
SRR27680228,38.737486,small_intestine
SRR27680229,232.358548,small_intestine
SRR27680230,97.433525,small_intestine
SRR27680231,398.540094,small_intestine
SRR27680232,103.369816,small_intestine
SRR27680233,0.298461,small_intestine
SRR27680234,5.656634,small_intestine
SRR27680235,18.583589,small_intestine
SRR27680236,0.512275,small_intestine
SRR28497695,343.863038,large_intestine
SRR28497696,603.896388,large_intestine
SRR28497697,527.991752,large_intestine
SRR28497698,399.88167000000004,large_intestine
SRR28497699,543.02728,large_intestine
SRR28497700,471.030982,large_intestine
SRR28497701,630.365132,large_intestine
SRR28497702,388.29395,large_intestine
SRR28497703,393.628528,large_intestine
SRR28497704,588.849369,large_intestine
SRR29354198,2.004939,large_intestine
SRR29354199,166.06017500000002,large_intestine
SRR29354200,156.73556,large_intestine
SRR29354202,159.431372,large_intestine
SRR29354203,152.785563,large_intestine
SRR29354204,173.738451,large_intestine
SRR29354205,145.388972,large_intestine
SRR29354206,166.06586000000001,large_intestine
SRR29354207,184.386844,large_intestine
SRR29354208,138.155198,large_intestine
SRR29354209,3.012173,large_intestine
SRR29354210,10.417543,large_intestine
SRR29354211,0.297604,large_intestine
SRR29354212,1.886183,large_intestine
SRR29354213,1.180564,large_intestine
SRR29354214,1.646714,large_intestine
SRR29354215,72.67957,large_intestine
SRR29354216,138.18318299999999,large_intestine
SRR29354217,148.605895,large_intestine
SRR29409633,186.202819,large_intestine
SRR29409634,155.327624,large_intestine
SRR29409635,338.701638,large_intestine
SRR29409636,142.979252,large_intestine
SRR29409637,151.742312,large_intestine
SRR29409638,328.854815,large_intestine
SRR29409639,312.004845,large_intestine
SRR29409640,336.63498,large_intestine
SRR29409641,311.901921,large_intestine
SRR29409642,251.348249,large_intestine
SRR29409643,307.481154,large_intestine
SRR29409644,335.572609,large_intestine
SRR29409645,144.653028,large_intestine
SRR29409646,333.445109,large_intestine
SRR29409647,209.476794,large_intestine
SRR29409648,232.979392,large_intestine
SRR29409649,183.438226,large_intestine
SRR29409650,122.53002599999999,large_intestine
SRR29409651,195.92889599999998,large_intestine
SRR29409652,242.830288,large_intestine
SRR29409653,208.647714,large_intestine
SRR29409654,180.402208,large_intestine
SRR29409655,174.044225,large_intestine
SRR29409656,161.66754,large_intestine
SRR29409657,191.468251,large_intestine
SRR29409658,268.484843,large_intestine
SRR29409659,297.224081,large_intestine
SRR29409660,266.27015,large_intestine
SRR29409661,138.949413,large_intestine
SRR29409662,294.618253,large_intestine
SRR29429232,543.055988,large_intestine
SRR29429233,109.579744,large_intestine
SRR29429234,114.583087,large_intestine
SRR29429235,64.601821,large_intestine
SRR29429236,14.42492,large_intestine
SRR29429237,8.749523,large_intestine
SRR29429238,23.062262,large_intestine
SRR29429239,305.03866999999997,large_intestine
SRR29429240,609.973836,large_intestine
SRR29429241,690.939169,large_intestine
SRR29429242,595.685969,large_intestine
SRR29429243,509.315614,large_intestine
SRR29429244,573.798287,large_intestine
SRR29429245,371.218023,large_intestine
SRR29429246,327.63054,large_intestine
SRR29429269,636.254733,large_intestine
SRR29429270,341.460639,large_intestine
SRR29429271,421.377523,large_intestine
SRR29429272,352.181841,large_intestine
SRR29429273,339.811666,large_intestine
SRR29429274,205.775534,large_intestine
SRR29429275,214.912809,large_intestine
SRR29429276,72.179914,large_intestine
SRR29429277,772.89056,large_intestine
SRR29429278,785.621211,large_intestine
SRR29429279,618.220195,large_intestine
SRR29429280,618.4052369999999,large_intestine
SRR29429281,586.368743,large_intestine
SRR29429282,130.411779,large_intestine
SRR29429283,10.164219,large_intestine
SRR29449358,320.249556,large_intestine
SRR29449359,363.505806,large_intestine
SRR29449360,485.507817,large_intestine
SRR29449361,415.466355,large_intestine
SRR29449362,354.146845,large_intestine
SRR29449363,202.120658,large_intestine
SRR29449364,275.018816,large_intestine
SRR29449365,330.311532,large_intestine
SRR29449366,20.942905,large_intestine
SRR29449367,549.515609,large_intestine
SRR29449368,13.448737999999999,large_intestine
SRR29449369,460.561142,large_intestine
SRR29449370,508.76331999999996,large_intestine
SRR29449371,211.321611,large_intestine
SRR29449372,31.85516,large_intestine
SRR29449373,605.949563,large_intestine
SRR29449374,268.733922,large_intestine
SRR29449375,287.45381299999997,large_intestine
SRR29449376,50.73074,large_intestine
SRR29449377,352.716664,large_intestine
SRR29449378,508.956629,large_intestine
SRR29449379,452.893598,large_intestine
SRR29449380,277.424945,large_intestine
SRR29449381,315.196529,large_intestine
SRR29449905,764.687189,large_intestine
SRR29449906,700.7235989999999,large_intestine
SRR29449907,449.146622,large_intestine
SRR29449908,537.111799,large_intestine
SRR29449909,427.97913100000005,large_intestine
SRR29449910,432.323941,large_intestine
SRR29449911,498.531729,large_intestine
SRR29449912,612.285106,large_intestine
SRR29449914,372.53290499999997,large_intestine
SRR29449915,322.286413,large_intestine
SRR29449916,345.553857,large_intestine
SRR29449917,360.218535,large_intestine
SRR29449918,380.14669,large_intestine
SRR29449919,379.32054600000004,large_intestine
SRR29449920,312.560069,large_intestine
SRR29449921,543.376284,large_intestine
SRR29449922,484.615075,large_intestine
SRR29472726,386.428925,large_intestine
SRR29472727,565.610578,large_intestine
SRR29472728,581.281835,large_intestine
SRR29472729,592.028893,large_intestine
SRR29472730,126.184599,large_intestine
SRR29472731,153.595239,large_intestine
SRR29472732,117.798498,large_intestine
SRR29472733,192.322077,large_intestine
SRR29472734,469.591576,large_intestine
SRR29472735,420.694962,large_intestine
SRR29472736,510.248568,large_intestine
SRR29472737,440.46775,large_intestine
SRR29472738,384.52274900000003,large_intestine
SRR29472739,443.94999,large_intestine
SRR29472740,441.998302,large_intestine
SRR29472741,461.62551,large_intestine
SRR29472742,528.98596,large_intestine
SRR29472743,417.684649,large_intestine
SRR29472744,170.895218,large_intestine
SRR29472745,164.387897,large_intestine
SRR29536163,591.137199,large_intestine
SRR29536164,699.390453,large_intestine
SRR29536165,608.117303,large_intestine
SRR29536166,558.571072,large_intestine
SRR29536167,638.548421,large_intestine
SRR29536168,536.8908700000001,large_intestine
SRR29536169,598.042706,large_intestine
SRR29536170,395.396897,large_intestine
SRR29536171,140.617896,large_intestine
SRR29536172,80.134002,large_intestine
SRR29536174,684.286306,large_intestine
SRR29536175,396.19784300000003,large_intestine
SRR29536176,314.114974,large_intestine
SRR29536177,330.341003,large_intestine
SRR29536178,181.58814900000002,large_intestine
SRR29536179,598.935476,large_intestine
SRR29536180,289.510995,large_intestine
SRR29536181,631.901526,large_intestine
SRR29536182,915.1814139999999,large_intestine
SRR29536183,712.785765,large_intestine
SRR29536185,284.2712,large_intestine
SRR29536186,329.062675,large_intestine
SRR29536187,487.880245,large_intestine
SRR29536188,631.725622,large_intestine
SRR29536189,605.998497,large_intestine
SRR29536190,557.585097,large_intestine
SRR29536191,543.807738,large_intestine
